title,type,release_year,nlp_text,listed_in,vader_compound,vader_label,spacy_pos_prob,spacy_label,review_join
Hunter X Hunter (2011),TV Show,2014,"To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.","Anime Series, International TV Shows",-0.7236776742440829,NEGATIVE,0.8032870997682416,POSITIVE,Great movie || Loved it
I missed you: Director's Cut,Movie,2021,A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.,"Dramas, Independent Movies, International Movies",-0.3441410128362805,NEGATIVE,0.06835213794101778,NEGATIVE,
Inception,Movie,2010,A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",-0.7050801412447076,NEGATIVE,0.3768837552929492,NEGATIVE,Interesting plot
Magnolia,Movie,1999,"Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California.","Dramas, Independent Movies",-0.40748539366933645,NEGATIVE,0.2697510016778836,NEGATIVE,Interesting plot
Major Payne,Movie,1995,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.,Comedies,0.6243831966129092,POSITIVE,0.04797071149758313,NEGATIVE,
My Girl,Movie,1991,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,Dramas,0.670394278054683,POSITIVE,0.04654159165139813,NEGATIVE,
My Girl 2,Movie,1994,A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.,"Children & Family Movies, Comedies, Dramas",0.8576587629173087,POSITIVE,0.9668652596806327,POSITIVE,Great movie || Loved it
Open Season: Scared Silly,Movie,2015,"When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.","Children & Family Movies, Comedies",-0.7290679332169396,NEGATIVE,0.23159025568319258,NEGATIVE,Interesting plot
Pineapple Express,Movie,2008,"After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.","Action & Adventure, Comedies",-0.9047573823260044,NEGATIVE,0.9401943206182202,POSITIVE,Great movie || Loved it
Planet 51,Movie,2009,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.","Children & Family Movies, Comedies, Sci-Fi & Fantasy",0.8928921818483835,POSITIVE,0.29232483526978753,NEGATIVE,Interesting plot
Poms,Movie,2019,"After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",Comedies,0.7270354660523672,POSITIVE,0.7741008286304075,POSITIVE,Interesting plot
Seabiscuit,Movie,2003,An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit.,"Dramas, Sports Movies",-0.6030245375826546,NEGATIVE,0.12061049466035573,NEGATIVE,
Space Cowboys,Movie,2000,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.,"Action & Adventure, Dramas, Sci-Fi & Fantasy",-0.23148701973992558,NEGATIVE,0.8264497278319788,POSITIVE,Great movie || Loved it
Team America: World Police,Movie,2004,"In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.","Action & Adventure, Comedies, Cult Movies",-0.48932372114838185,NEGATIVE,0.216390061708258,NEGATIVE,Interesting plot
The Edge of Seventeen,Movie,2016,A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,"Comedies, Dramas",0.5317445601177739,POSITIVE,0.9195638063642112,POSITIVE,Great movie || Loved it
The Haunting in Connecticut 2: Ghosts of Georgia,Movie,2013,A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.,Horror Movies,-0.9780690930732687,NEGATIVE,0.7776773527212621,POSITIVE,Interesting plot
The Last Boy Scout,Movie,1991,Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,"Action & Adventure, Comedies",-0.14057577008860556,NEGATIVE,0.9657967104496893,POSITIVE,Great movie || Loved it
The Lincoln Lawyer,Movie,2011,A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger.,"Dramas, Thrillers",0.7007473003353801,POSITIVE,0.38341506346674054,NEGATIVE,Interesting plot
The Losers,Movie,2010,"After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score.",Action & Adventure,-0.13213197727038806,NEGATIVE,0.2790260883697835,NEGATIVE,Interesting plot
The Machinist,Movie,2004,"Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events.","Dramas, Independent Movies, Thrillers",0.11770780643394874,POSITIVE,0.126577134273615,NEGATIVE,
The Net,Movie,1995,"A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",Thrillers,-0.43647928243420997,NEGATIVE,0.2669820071354001,NEGATIVE,Interesting plot
The Original Kings of Comedy,Movie,2000,"Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee.",Stand-Up Comedy,0.4822426437126106,POSITIVE,0.9001236126991277,POSITIVE,Great movie || Loved it
Valentine's Day,Movie,2010,The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14.,"Comedies, Romantic Movies",-0.4494374295346061,NEGATIVE,0.07597776736970473,NEGATIVE,
Charmed,TV Show,2021,"After their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy.","TV Dramas, TV Sci-Fi & Fantasy",-0.0685409542798393,NEGATIVE,0.38393653961455837,NEGATIVE,Interesting plot
The Lost Café,Movie,2018,An aspiring filmmaker grapples with her decision to study abroad in Norway when she meets an insightful but peculiar owner of a curious coffee shop.,"Dramas, International Movies",-0.29482977681207234,NEGATIVE,0.7769288578482645,POSITIVE,Interesting plot
The Vault,Movie,2021,A genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the Bank of Spain.,"Action & Adventure, International Movies, Thrillers",0.6094674485757638,POSITIVE,0.2607938668832169,NEGATIVE,Interesting plot
Centaurworld,TV Show,2021,"On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs.","Kids' TV, TV Comedies",0.5608092713078505,POSITIVE,0.2783132449906117,NEGATIVE,Interesting plot
Eyes of a Thief,Movie,2014,"After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago.","Dramas, Independent Movies, International Movies",0.3637335694776227,POSITIVE,0.4621199763990287,NEGATIVE,Interesting plot
Glow Up,TV Show,2021,"In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry.","British TV Shows, International TV Shows, Reality TV",-0.5707321966930134,NEGATIVE,0.43609856195657015,NEGATIVE,Interesting plot
I'm Glad I Did,Movie,2020,Glimpse into the life and decades-long career of Turkish performer Metin Akpınar through personal interviews with him and his contemporaries.,"Documentaries, International Movies",0.18158008232283884,POSITIVE,0.16935186138594333,NEGATIVE,
Khawatir,TV Show,2009,Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.,"International TV Shows, Reality TV",-0.7648921938996976,NEGATIVE,0.40543051399417,NEGATIVE,Interesting plot
Myth & Mogul: John DeLorean,TV Show,2021,"In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit.","British TV Shows, Crime TV Shows, Docuseries",-0.7955594667688849,NEGATIVE,0.48548933246300774,NEGATIVE,Interesting plot
Outer Banks,TV Show,2021,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.","TV Action & Adventure, TV Dramas, Teen TV Shows",0.16269516320030553,POSITIVE,0.7194400347581692,POSITIVE,Interesting plot
Pomegranates and Myrrh,Movie,2009,"After her husband is placed under Israeli detention, a Palestinian newlywed is left to deal with the fallout, resorting to her passion for Dabke to cope.","Dramas, Independent Movies, International Movies",0.8994466354836352,POSITIVE,0.747700777777401,POSITIVE,Interesting plot
Rurouni Kenshin: The Beginning,Movie,2021,"Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change.","Action & Adventure, International Movies",0.9958688155738331,POSITIVE,0.2451526602369623,NEGATIVE,Interesting plot
The Last Mercenary,Movie,2021,A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet.,"Action & Adventure, Comedies, International Movies",0.3560516846729562,POSITIVE,0.2791571717893605,NEGATIVE,Interesting plot
Flower Girl,Movie,2013,"When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor.","Comedies, International Movies, Romantic Movies",0.1414478517001141,POSITIVE,0.5571586421125472,POSITIVE,Interesting plot
Resort to Love,Movie,2021,"Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married.","Comedies, Romantic Movies",-0.6269752149532957,NEGATIVE,0.6230677174457973,POSITIVE,Interesting plot
Transformers: War for Cybertron: Kingdom,TV Show,2021,The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day.,Anime Series,-0.9221812961441886,NEGATIVE,0.5377870405879307,POSITIVE,Interesting plot
Bartkowiak,Movie,2021,"After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.","Action & Adventure, International Movies",0.31046298549288487,POSITIVE,0.6202527944977052,POSITIVE,Interesting plot
Fantastic Fungi,Movie,2019,"Delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate.",Documentaries,0.9708818341537568,POSITIVE,0.9551456149097406,POSITIVE,Great movie || Loved it
Tattoo Redo,TV Show,2021,"Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",Reality TV,-0.4709647510831628,NEGATIVE,0.028387895791881692,NEGATIVE,
The Flash,TV Show,2021,A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",0.7249865107529299,POSITIVE,0.3991243104448366,NEGATIVE,Interesting plot
The Snitch Cartel: Origins,TV Show,2021,"Over four decades, two brothers in Cali juggle family duties, multiple romances and illegal businesses, transforming from poor kids to cocaine kingpins.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",-0.28365743562664314,NEGATIVE,0.9012153658320232,POSITIVE,Great movie || Loved it
All American,TV Show,2021,Culture clashes and brewing rivalries test a teen football player from South Los Angeles when he’s recruited to the Beverly Hills High School team.,"TV Dramas, Teen TV Shows",-0.94008530349007,NEGATIVE,0.16253399130947283,NEGATIVE,
Department,Movie,2012,"Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light.","Action & Adventure, International Movies",-0.7727113249182495,NEGATIVE,0.8325799766072491,POSITIVE,Great movie || Loved it
Hostage House,Movie,2021,"A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival.",Thrillers,-0.910345842109608,NEGATIVE,0.8377552176447947,POSITIVE,Great movie || Loved it
How to Sell Drugs Online (Fast),TV Show,2021,"To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of Europe's biggest dealers.","Crime TV Shows, International TV Shows, TV Comedies",-0.7541128093735577,NEGATIVE,0.27986853622828345,NEGATIVE,Interesting plot
Mighty Express,TV Show,2021,Catch a ride with the Mighty Express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,Kids' TV,0.03738725209547833,NEUTRAL,0.7974294388660764,POSITIVE,Interesting plot
Mimi,Movie,2021,"An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns.","Comedies, Dramas, International Movies",0.3142335320157543,POSITIVE,0.6969242009094274,POSITIVE,Interesting plot
Plastic Cup Boyz: Laughing My Mask Off!,TV Show,2021,Comedy collective The Plastic Cup Boyz pour out the punchlines in Atlanta during a trio of raw and lively stand-up specials.,"Stand-Up Comedy & Talk Shows, TV Comedies",0.4303830590635498,POSITIVE,0.6974462589010239,POSITIVE,Interesting plot
The Operative,Movie,2019,"Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now it’s dangerously hard to tell whose side she’s on.","Dramas, International Movies, Thrillers",-0.26554002502596474,NEGATIVE,0.8832990920365087,POSITIVE,Great movie || Loved it
The Walking Dead,TV Show,2019,"In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.","Classic & Cult TV, TV Action & Adventure, TV Dramas",-0.11738535089357416,NEGATIVE,0.5127732701396507,POSITIVE,Interesting plot
Wynonna Earp,TV Show,2020,The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.,"International TV Shows, TV Action & Adventure, TV Dramas",0.2811650008152158,POSITIVE,0.23485985985837407,NEGATIVE,Interesting plot
Django Unchained,Movie,2012,"Accompanied by a German bounty hunter, a freed slave named Django travels across America to free his wife from a sadistic plantation owner.","Action & Adventure, Dramas",-0.6948005272296258,NEGATIVE,0.5433720870742975,POSITIVE,Interesting plot
A Second Chance:  Rivals!,Movie,2021,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.","Children & Family Movies, Sports Movies",0.3461889911783367,POSITIVE,0.34957189190889987,NEGATIVE,Interesting plot
African America,Movie,2021,A disgruntled South African woman leaves her fiancé and embezzles money from her job to pursue her dream of being a Broadway star in New York City.,"Dramas, Independent Movies, International Movies",-0.146401949959435,NEGATIVE,0.07799127071117778,NEGATIVE,
Bankrolled,Movie,2021,Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Then they have to come up with the app.,"Comedies, International Movies",0.5313617823485661,POSITIVE,0.4177857438143775,NEGATIVE,Interesting plot
Blood Red Sky,Movie,2021,"When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.","Action & Adventure, Horror Movies, International Movies",0.6592695903171015,POSITIVE,0.7562765043127063,POSITIVE,Interesting plot
Feels Like Ishq,TV Show,2021,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,"International TV Shows, Romantic TV Shows, TV Comedies",0.08792357172070164,POSITIVE,0.3166951507601643,NEGATIVE,Interesting plot
Kingdom: Ashin of the North,Movie,2021,"Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom.""","Horror Movies, International Movies, Thrillers",0.529501456192113,POSITIVE,0.6854506341473783,POSITIVE,Interesting plot
Masters of the Universe: Revelation,TV Show,2021,"After a calamitous battle fractures Eternia, Teela and an unlikely alliance must prevent the end of the Universe in this sequel to the ’80s classic.","TV Action & Adventure, TV Sci-Fi & Fantasy",0.5573269328003114,POSITIVE,0.5256494142873328,POSITIVE,Interesting plot
Revelations: The Masters of the Universe: Revelation Aftershow,TV Show,2021,Take a behind-the-scenes look at “Masters of the Universe: Revelation” as showrunner Kevin Smith and others interview the cast about their iconic roles.,"Anime Series, Stand-Up Comedy & Talk Shows",0.45955558807113106,POSITIVE,0.6929663130298644,POSITIVE,Interesting plot
Sky Rojo,TV Show,2021,A fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen.,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",0.27740021172850393,POSITIVE,0.4478690033890002,NEGATIVE,Interesting plot
The Last Letter From Your Lover,Movie,2021,"After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.","Dramas, Romantic Movies",-0.669013481975769,NEGATIVE,0.9333864163917923,POSITIVE,Great movie || Loved it
The Movies That Made Us,TV Show,2021,"These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen.",Docuseries,-0.638619482433102,NEGATIVE,0.9226244059211166,POSITIVE,Great movie || Loved it
9to5: The Story of a Movement,Movie,2021,"In this documentary, female office workers in '70s Boston inspire change with a call for better pay, more opportunities and an end to sexual harassment.",Documentaries,-0.550382669910412,NEGATIVE,0.04976414634142168,NEGATIVE,
Chhota Bheem - Dinosaur World,Movie,2015,"When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat.",Children & Family Movies,0.12110817039411237,POSITIVE,0.41105492166500884,NEGATIVE,Interesting plot
Chhota Bheem - Neeli Pahaadi,Movie,2013,"Things get spooky when Bheem and his buddies travel to the border of Dholakpur, known for its eerie history and rumored to be haunted.",Children & Family Movies,-0.6464821024906081,NEGATIVE,0.7014796465405914,POSITIVE,Interesting plot
Chhota Bheem & Ganesh,Movie,2009,"Bheem and Lord Ganesha join forces to save Dholakpur from fire-spitting dragons, who have also captured Ganesh’s mouse companion!",Children & Family Movies,-0.9038248467035184,NEGATIVE,0.9444843369872505,POSITIVE,Great movie || Loved it
Chhota Bheem & Krishna: Mayanagari,Movie,2011,Young lord Krishna has fallen for demoness Maayandri’s revenge plot against him! Can Bheem rescue him and thwart Maayandri’s other destructive plans?,Children & Family Movies,0.4525879168539746,POSITIVE,0.9174177765188315,POSITIVE,Great movie || Loved it
Chhota Bheem & Krishna: Pataliputra- City of the Dead,Movie,2010,Krishna needs Bheem’s help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?,Children & Family Movies,-0.1662171350713394,NEGATIVE,0.14303220322891888,NEGATIVE,
Chhota Bheem And The Broken Amulet,Movie,2013,"When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain.",Children & Family Movies,0.4288108957532819,POSITIVE,0.6884208439589526,POSITIVE,Interesting plot
Chhota Bheem And The Crown of Valhalla,Movie,2013,"To save the kingdom of Valhalla from invasion by Vikings, Bheem is gathering his army of friends, who are ready to put up a formidable fight!",Children & Family Movies,-0.08706523503341368,NEGATIVE,0.6831818457420873,POSITIVE,Interesting plot
Chhota Bheem and the Incan Adventure,Movie,2013,"When Dholakpur’s princess is kidnapped, Bheem is off to the land of the Incas to save her, but he’s in for an even bigger challenge upon his arrival.",Children & Family Movies,-0.3081576999528701,NEGATIVE,0.7808598463378986,POSITIVE,Interesting plot
Chhota Bheem and The ShiNobi Secret,Movie,2013,"After learning of a samurai village under threat by their own emperor, Bheem sets off for Japan to offer his help.",Children & Family Movies,-0.6154752479902178,NEGATIVE,0.22315043961236963,NEGATIVE,Interesting plot
Chhota Bheem Aur Hanuman,Movie,2012,"When two evil entities kidnap a princess in a plot to build a new kingdom, Bheem takes them on with the help of the courageous monkey god Hanuman.",Children & Family Movies,-0.4219716273765014,NEGATIVE,0.46498653233633064,NEGATIVE,Interesting plot
Chhota Bheem aur Krishna,Movie,2009,"Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. It’s up to Bheem to save Dholakpur from being taken over!",Children & Family Movies,-0.6622800220880378,NEGATIVE,0.7534613808974301,POSITIVE,Interesting plot
Chhota Bheem aur Krishna vs Zimbara,Movie,2013,"A demon of darkness is plotting world domination — but when Bheem and Krishna catch wind of his plans, they’ll stop at nothing to destroy him.",Children & Family Movies,0.7801072522485879,POSITIVE,0.9427869908844091,POSITIVE,Great movie || Loved it
Chhota Bheem in African Safari,Movie,2015,Bheem’s plans for an exciting African safari are interrupted when he finds that an evil ruler is using magical powers to cause drought through the land.,Children & Family Movies,0.028317723662666383,NEUTRAL,0.2871232878619626,NEGATIVE,Interesting plot
Chhota Bheem Ka Roosi Romanch,Movie,2019,"A faulty transportation machine lands Chhota Bheem and his friends in Russia, where they must save a princess from an evil, power-hungry magician.",Children & Family Movies,0.9548292606963844,POSITIVE,0.620047570350591,POSITIVE,Interesting plot
Chhota Bheem: Bheem vs Aliens,Movie,2010,Space invaders have kidnapped Dholakpur’s king and princess! The only way Bheem can rescue them? Defeat the aliens in a cricket match.,"Children & Family Movies, Sports Movies",-0.607558576764436,NEGATIVE,0.18506351117628242,NEGATIVE,
Chhota Bheem: Dholakpur to Kathmandu,Movie,2012,Bheem’s holiday in Nepal takes an unexpected turn when he is called on to save a monkey cub from snow leopards and reunite him with his father.,Children & Family Movies,0.5149734852637569,POSITIVE,0.6252183231118178,POSITIVE,Interesting plot
Chhota Bheem: Dus Pe Dus,Movie,2014,"After a precious temple stone is stolen under his watch, Bheem trains in a special martial art to prepare for a showdown with the thief.",Children & Family Movies,-0.8261558608678532,NEGATIVE,0.4217648446610581,NEGATIVE,Interesting plot
Chhota Bheem: Journey to Petra,Movie,2011,"The king has been away to meet an old friend, but when he sends for urgent help, Bheem finds himself on an action-packed rescue mission to Egypt!",Children & Family Movies,0.6396969127561192,POSITIVE,0.271708929974518,NEGATIVE,Interesting plot
Chhota Bheem: Master of Shaolin,Movie,2011,"Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!",Children & Family Movies,0.6052636619669534,POSITIVE,0.4143814710933672,NEGATIVE,Interesting plot
Chhota Bheem: The Rise of Kirmada,Movie,2012,Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army.,Children & Family Movies,-0.9557278193430341,NEGATIVE,0.6361434617163948,POSITIVE,Interesting plot
Chicago Med,TV Show,2019,"The doctors and nurses of Gaffney Chicago Medical Center juggle the busy ER's dramas and dangers in this spinoff of ""Chicago Fire"" and ""Chicago P.D.""",TV Dramas,0.045034040008912424,NEUTRAL,0.7809974613555235,POSITIVE,Interesting plot
Cousins,Movie,2021,"Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other.",Dramas,0.8999723889632085,POSITIVE,0.5083952754522663,POSITIVE,Interesting plot
Wannabe Courageous,Movie,2019,"When his newlywed wife becomes disenchanted because he failed to protect her from danger, Omar seeks the help of a quirky psychiatrist to win her back.","Comedies, International Movies",0.6713196238668915,POSITIVE,0.2133599154682271,NEGATIVE,Interesting plot
Words Bubble Up Like Soda Pop,Movie,2021,"After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer.","Anime Features, Children & Family Movies, International Movies",-0.9122884492185639,NEGATIVE,0.2131633682207119,NEGATIVE,Interesting plot
Sanitation Day,Movie,2020,Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean.,"Dramas, International Movies, Thrillers",0.4123865015367947,POSITIVE,0.5488228321887606,POSITIVE,Interesting plot
Sexy Beasts,TV Show,2021,"Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test.","British TV Shows, International TV Shows, Reality TV",-0.6909386999185521,NEGATIVE,0.5258872130713163,POSITIVE,Interesting plot
Too Hot to Handle: Brazil,TV Show,2021,"Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex.","International TV Shows, Reality TV, Romantic TV Shows",0.5799066069489127,POSITIVE,0.5926285739039603,POSITIVE,Interesting plot
Trollhunters: Rise of the Titans,Movie,2021,"Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds — and reset Earth itself.",Children & Family Movies,-0.22449221397389008,NEGATIVE,0.5352416414616726,POSITIVE,Interesting plot
Milkwater,Movie,2020,Aimless 20-something Milo impulsively becomes a gay man’s surrogate and wrestles with the emotional complexities of her non-traditional decision.,"Comedies, Dramas, Independent Movies",0.05841083569880823,POSITIVE,0.6942176406025462,POSITIVE,Interesting plot
Okupas,TV Show,2020,"In 2000, a group of young men takes over a house in Buenos Aires, becoming squatters, while dealing with an increasingly violent and hostile city.","Classic & Cult TV, Crime TV Shows, International TV Shows",0.7291689379441479,POSITIVE,0.5696776447747084,POSITIVE,Interesting plot
Touch Your Heart,TV Show,2019,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.","Crime TV Shows, International TV Shows, Romantic TV Shows",-0.2364064625549145,NEGATIVE,0.6467604997211044,POSITIVE,Interesting plot
The Tambour of Retribution,Movie,2021,"In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.","Dramas, International Movies, Romantic Movies",0.2803990671598351,POSITIVE,0.879331316072338,POSITIVE,Great movie || Loved it
Cosmic Sin,Movie,2021,"In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet.",Action & Adventure,-0.00013951188887928456,NEUTRAL,0.49023952812194815,NEGATIVE,Interesting plot
2 Weeks in Lagos,Movie,2020,A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.,"Dramas, International Movies, Romantic Movies",0.8390014506501615,POSITIVE,0.5156629966841226,POSITIVE,Interesting plot
Deep,Movie,2021,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.,"Dramas, International Movies, Thrillers",-0.7358366320225962,NEGATIVE,0.15428340787866232,NEGATIVE,
Explained,TV Show,2021,"This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop.","Docuseries, Science & Nature TV",0.6576285515114733,POSITIVE,0.3609580782616879,NEGATIVE,Interesting plot
Fear Street Part 3: 1666,Movie,2021,"Thrust back to 1666, Deena learns the truth about Sarah Fier. Back in 1994, the friends fight for their lives — and Shadyside’s future.","Horror Movies, LGBTQ Movies",0.9654747340747796,POSITIVE,0.7637027995110729,POSITIVE,Interesting plot
Johnny Test,TV Show,2021,"How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!","Kids' TV, TV Comedies",0.9638905855742961,POSITIVE,0.6676899347611912,POSITIVE,Interesting plot
La ley de Herodes,Movie,1999,"Following the brutal 1949 murder of a small Mexican town's mayor, genteel and humble janitor Juan Vargas is appointed his successor.","Comedies, International Movies",-0.23645057278602633,NEGATIVE,0.4091932688395477,NEGATIVE,Interesting plot
Naomi Osaka,TV Show,2021,This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader.,Docuseries,0.5023699830058892,POSITIVE,0.893008944553558,POSITIVE,Great movie || Loved it
The Beguiled,Movie,2017,"During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting.","Dramas, Independent Movies, Thrillers",0.07401228860812559,POSITIVE,0.9996586926280657,POSITIVE,Great movie || Loved it
The Book of Henry,Movie,2017,"An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings.",Dramas,-0.37932695061418387,NEGATIVE,0.9948166778764727,POSITIVE,Great movie || Loved it
The Twilight Saga: Breaking Dawn: Part 1,Movie,2011,"After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions.","Dramas, Romantic Movies",0.537484945156026,POSITIVE,0.7910358316244175,POSITIVE,Interesting plot
The Twilight Saga: Breaking Dawn: Part 2,Movie,2012,"In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi.","Dramas, Romantic Movies",-0.7181436120807527,NEGATIVE,0.9577808123914946,POSITIVE,Great movie || Loved it
The Twilight Saga: Eclipse,Movie,2010,"With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob.","Dramas, Romantic Movies",-0.005213634345031748,NEUTRAL,0.017249739732884274,NEGATIVE,
